Prov_Name,Topic,Characteristic,Total
Manitoba,Major field of study,"   Agriculture, natural resources and conservation",12525
Manitoba,Major field of study,"   Health, parks, recreation and fitness",67715
Manitoba,Major field of study,"   Personal, protective and transportation services",22340
Manitoba,Major field of study,   Other,55
Manitoba,Location of study,Total population 15 years and over,908450
Manitoba,Location of study,"   No postsecondary certificate, diploma or degree",509945
Manitoba,Location of study,"   Postsecondary certificate, diploma or degree",398505
Manitoba,Location of study,      Inside Canada,353775
Manitoba,Location of study,      Outside Canada,44730
Manitoba,Labour force activity,Total population 15 years and over,908450
Manitoba,Labour force activity,   In the labour force,611280
Manitoba,Labour force activity,      Employed,577710
Manitoba,Labour force activity,      Unemployed,33570
Manitoba,Labour force activity,   Not in the labour force,297170
Manitoba,Labour force activity,Participation rate,67.3
Manitoba,Labour force activity,Employment rate,63.6
Manitoba,Labour force activity,Unemployment rate,5.5
Manitoba,Occupation,Total experienced labour force 15 years and over,602150
Manitoba,Occupation,   A  Management occupations,51355
Manitoba,Occupation,"   B  Business, finance and administration occupations",104440
Manitoba,Occupation,   C  Natural and applied sciences and related occupations,29630
Manitoba,Occupation,   D  Health occupations,40455
Manitoba,Occupation,"   E  Occupations in social science, education, government service and religion",52885
Manitoba,Occupation,"   F  Occupations in art, culture, recreation and sport",13955
Manitoba,Occupation,   G  Sales and service occupations,148345
Manitoba,Occupation,"   H  Trades, transport and equipment operators and related occupations",90280
Manitoba,Occupation,   I  Occupations unique to primary industry,38900
Manitoba,Occupation,"   J  Occupations unique to processing, manufacturing and utilities",31905
Manitoba,Industry,Total experienced labour force 15 years and over,602150
Manitoba,Industry,   Agriculture and other resource-based industries,47595
Manitoba,Industry,   Construction,32310
Manitoba,Industry,   Manufacturing,62580
Manitoba,Industry,   Wholesale trade,23040
Manitoba,Industry,   Retail trade,65475
Manitoba,Industry,   Finance and real estate,31505
Manitoba,Industry,   Health care and social services,75915
Manitoba,Industry,   Educational services,47365
Manitoba,Industry,   Business services,95335
Manitoba,Industry,   Other services,121030
Manitoba,Unpaid work,Population 15 years and over reporting hours of unpaid work,838655
Manitoba,Unpaid work,Population 15 years and over reporting hours of unpaid housework,827945
Manitoba,Unpaid work,Population 15 years and over reporting hours looking after children without pay,354050
Manitoba,Unpaid work,Population 15 years and over reporting hours of unpaid care or assistance to seniors,187670
Manitoba,Language used most often at work,Total population 15 years and over who worked since 2005,658885
Manitoba,Language used most often at work,   English,635360
Manitoba,Language used most often at work,   French,7275
Manitoba,Language used most often at work,   Non-official language,11270
Manitoba,Language used most often at work,   English and French,1640
Manitoba,Language used most often at work,   English and non-official language,3260
Manitoba,Language used most often at work,   French and non-official language,45
Manitoba,Language used most often at work,"   English, French and non-official language",35
Manitoba,Place of work status,Total employed labour force 15 years and over,577705
Manitoba,Place of work status,   Worked at home,52560
Manitoba,Place of work status,   Worked outside Canada,1700
Manitoba,Place of work status,   No fixed workplace address,51130
Manitoba,Place of work status,   Worked at usual place,472310
Manitoba,Place of work status,      Worked in census subdivision (municipality) of residence,365095
Manitoba,Place of work status,      Worked in a different census subdivision (municipality) within the census division (county) of residence,50345
Manitoba,Place of work status,      Worked in a different census division (county),53575
Manitoba,Place of work status,      Worked in a different province,3295
Manitoba,Mode of transportation to work,Total employed labour force 15 years and over with a usual place of work or no fixed workplace address,523445
Manitoba,Mode of transportation to work,"   Car, truck, van, as driver",378365
Manitoba,Mode of transportation to work,"   Car, truck, van, as passenger",45390
Manitoba,Mode of transportation to work,   Public transit,46605
Manitoba,Mode of transportation to work,   Walked or bicycled,46985
Manitoba,Mode of transportation to work,   All other modes,6095
Manitoba,Visible minority population characteristics,Total population,1133515
Manitoba,Visible minority population characteristics,   Total visible minority population,109095
Manitoba,Visible minority population characteristics,      Chinese,13705
Manitoba,Visible minority population characteristics,      South Asian,16565
Manitoba,Visible minority population characteristics,      Black,15655
Manitoba,Visible minority population characteristics,      Filipino,37790
Manitoba,Visible minority population characteristics,      Latin American,6275
Manitoba,Visible minority population characteristics,      Southeast Asian,5670
Manitoba,Visible minority population characteristics,      Arab,2325
Manitoba,Visible minority population characteristics,      West Asian,1960
Manitoba,Visible minority population characteristics,      Korean,2190
Manitoba,Visible minority population characteristics,      Japanese,2010
Manitoba,Visible minority population characteristics,"      Visible minority, n.i.e.",1685
Manitoba,Visible minority population characteristics,      Multiple visible minority,3265
Manitoba,Visible minority population characteristics,   Not a visible minority,1024415
Manitoba,Earnings in 2005,Persons 15 years and over with earnings (counts),650410
Manitoba,Earnings in 2005,   Median earnings - Persons 15 years and over ($),24484
Manitoba,Earnings in 2005,"      Persons 15 years and over with earnings who worked full year, full time (counts)",348340
Manitoba,Earnings in 2005,"         Median earnings - Persons 15 years and over who worked full year, full time ($)",36692
Manitoba,Income in 2005,Persons 15 years and over with income (counts),865400
Manitoba,Income in 2005,   Median income - Persons 15 years and over ($),24194
Manitoba,Income in 2005,   Median income after tax - Persons 15 years and over ($),21805
