GEO_NAME,CHARACTERISTIC_NAME,Total
Saskatchewan,  No religion and secular perspectives,403960
Saskatchewan,Total - Mobility status 1 year ago - 25% sample data,1090215
Saskatchewan,  Non-movers,952690
Saskatchewan,  Movers,137525
Saskatchewan,    Non-migrants,87445
Saskatchewan,    Migrants,50080
Saskatchewan,      Internal migrants,43570
Saskatchewan,        Intraprovincial migrants,31135
Saskatchewan,        Interprovincial migrants,12435
Saskatchewan,      External migrants,6510
Saskatchewan,Total - Mobility status 5 years ago - 25% sample data,1034525
Saskatchewan,  Non-movers,640040
Saskatchewan,  Movers,394480
Saskatchewan,    Non-migrants,180065
Saskatchewan,    Migrants,214415
Saskatchewan,      Internal migrants,172905
Saskatchewan,        Intraprovincial migrants,134460
Saskatchewan,        Interprovincial migrants,38445
Saskatchewan,      External migrants,41505
Saskatchewan,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,882760
Saskatchewan,  No high school diploma or equivalency certificate,177330
Saskatchewan,  With high school diploma or equivalency certificate,705430
Saskatchewan,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,566615
Saskatchewan,  No high school diploma or equivalency certificate,70485
Saskatchewan,  With high school diploma or equivalency certificate,496130
Saskatchewan,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",882760
Saskatchewan,"  No certificate, diploma or degree",159815
Saskatchewan,  High (secondary) school diploma or equivalency certificate,284345
Saskatchewan,"  Postsecondary certificate, diploma or degree",438600
Saskatchewan,    Postsecondary certificate or diploma below bachelor level,257350
Saskatchewan,      Apprenticeship or trades certificate or diploma,84485
Saskatchewan,        Non-apprenticeship trades certificate or diploma,32710
Saskatchewan,        Apprenticeship certificate,51775
Saskatchewan,"      College, CEGEP or other non-university certificate or diploma",143610
Saskatchewan,      University certificate or diploma below bachelor level,29260
Saskatchewan,    Bachelor's degree or higher,181255
Saskatchewan,      Bachelor's degree,130060
Saskatchewan,      University certificate or diploma above bachelor level,8890
Saskatchewan,"      Degree in medicine, dentistry, veterinary medicine or optometry",5205
Saskatchewan,      Master's degree,31315
Saskatchewan,      Earned doctorate,5790
Saskatchewan,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",566615
Saskatchewan,"  No certificate, diploma or degree",61380
Saskatchewan,  High (secondary) school diploma or equivalency certificate,171565
Saskatchewan,"  Postsecondary certificate, diploma or degree",333670
Saskatchewan,    Postsecondary certificate or diploma below bachelor level,187510
Saskatchewan,      Apprenticeship or trades certificate or diploma,61810
Saskatchewan,        Non-apprenticeship trades certificate or diploma,23150
Saskatchewan,        Apprenticeship certificate,38660
Saskatchewan,"      College, CEGEP or other non-university certificate or diploma",106680
Saskatchewan,      University certificate or diploma below bachelor level,19025
Saskatchewan,    Bachelor's degree or higher,146160
Saskatchewan,      Bachelor's degree,103950
Saskatchewan,      University certificate or diploma above bachelor level,6745
Saskatchewan,"      Degree in medicine, dentistry, veterinary medicine or optometry",4300
Saskatchewan,      Master's degree,26715
Saskatchewan,      Earned doctorate,4455
Saskatchewan,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,882760
Saskatchewan,"  No postsecondary certificate, diploma or degree",444160
Saskatchewan,  Education,41855
Saskatchewan,    13. Education,41855
Saskatchewan,"  Visual and performing arts, and communications technologies",8250
Saskatchewan,    10. Communications technologies/technicians and support services,1135
Saskatchewan,    50. Visual and performing arts,7115
Saskatchewan,  Humanities,16710
Saskatchewan,"    16. Indigenous and foreign languages, literatures, and linguistics",1080
Saskatchewan,    23. English language and literature/letters,3555
Saskatchewan,"    24. Liberal arts and sciences, general studies and humanities",3575
Saskatchewan,    30A Interdisciplinary humanities,315
Saskatchewan,    38. Philosophy and religious studies,1355
Saskatchewan,    39. Theology and religious vocations,4520
Saskatchewan,    54. History,2015
Saskatchewan,    55. French language and literature/lettersCAN,290
Saskatchewan,  Social and behavioural sciences and law,33210
Saskatchewan,"    05. Area, ethnic, cultural, gender, and group studies",830
Saskatchewan,"    09. Communication, journalism and related programs",2930
Saskatchewan,    19. Family and consumer sciences/human sciences,7185
Saskatchewan,    22. Legal professions and studies,5120
Saskatchewan,    30B Interdisciplinary social and behavioural sciences,590
Saskatchewan,    42. Psychology,6215
Saskatchewan,    45. Social sciences,10330
Saskatchewan,"  Business, management and public administration",92220
Saskatchewan,    30.16 Accounting and computer science,165
Saskatchewan,    44. Public administration and social service professions,9905
Saskatchewan,"    52. Business, management, marketing and related support services",82150
Saskatchewan,  Physical and life sciences and technologies,13015
Saskatchewan,    26. Biological and biomedical sciences,6320
Saskatchewan,    30.01 Biological and physical sciences,1960
Saskatchewan,    30C Other interdisciplinary physical and life sciences,150
Saskatchewan,    40. Physical sciences,3390
Saskatchewan,    41. Science technologies/technicians,1195
Saskatchewan,"  Mathematics, computer and information sciences",14360
Saskatchewan,    11. Computer and information sciences and support services,11735
Saskatchewan,    25. Library science,950
Saskatchewan,    27. Mathematics and statistics,1435
Saskatchewan,"    30D Interdisciplinary mathematics, computer and information sciences",235
Saskatchewan,"  Architecture, engineering, and related trades",94645
Saskatchewan,    04. Architecture and related services,1710
Saskatchewan,    14. Engineering,15975
Saskatchewan,    15. Engineering/engineering-related technologies/technicians,18400
Saskatchewan,    30.12 Historic preservation and conservation,0
Saskatchewan,    46. Construction trades,24630
Saskatchewan,    47. Mechanic and repair technologies/technicians,21790
Saskatchewan,    48. Precision production,12130
Saskatchewan,"  Agriculture, natural resources and conservation",18995
Saskatchewan,    01. Agricultural and veterinary sciences/services/operations and related fields,15775
Saskatchewan,    03. Natural resources and conservation,3220
Saskatchewan,  Health and related fields,77105
Saskatchewan,    30.37 Design for human health,0
Saskatchewan,"    31. Parks, recreation, leisure, fitness, and kinesiology",4765
Saskatchewan,    51. Health professions and related programs,70660
Saskatchewan,    60. Health professions residency/fellowship programs,150
Saskatchewan,    61. Medical residency/fellowship programs,1535
Saskatchewan,"  Personal, protective and transportation services",28170
Saskatchewan,"    12. Culinary, entertainment, and personal services",17195
Saskatchewan,"    28. Military science, leadership and operational art",35
Saskatchewan,    29. Military technologies and applied sciences,100
Saskatchewan,    43. Security and protective services,5415
Saskatchewan,    49. Transportation and materials moving,5425
Saskatchewan,  Other,70
Saskatchewan,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 25 to 64 years in private households - 25% sample data,566615
Saskatchewan,"  No postsecondary certificate, diploma or degree",232940
Saskatchewan,  Education,27555
Saskatchewan,    13. Education,27555
Saskatchewan,"  Visual and performing arts, and communications technologies",6520
Saskatchewan,    10. Communications technologies/technicians and support services,775
Saskatchewan,    50. Visual and performing arts,5740
Saskatchewan,  Humanities,12145
Saskatchewan,"    16. Indigenous and foreign languages, literatures, and linguistics",825
Saskatchewan,    23. English language and literature/letters,2665
Saskatchewan,"    24. Liberal arts and sciences, general studies and humanities",2815
Saskatchewan,    30A Interdisciplinary humanities,220
Saskatchewan,    38. Philosophy and religious studies,1010
Saskatchewan,    39. Theology and religious vocations,2930
Saskatchewan,    54. History,1490
Saskatchewan,    55. French language and literature/lettersCAN,190
Saskatchewan,  Social and behavioural sciences and law,26915
Saskatchewan,"    05. Area, ethnic, cultural, gender, and group studies",725
Saskatchewan,"    09. Communication, journalism and related programs",2545
Saskatchewan,    19. Family and consumer sciences/human sciences,5850
Saskatchewan,    22. Legal professions and studies,4075
Saskatchewan,    30B Interdisciplinary social and behavioural sciences,460
Saskatchewan,    42. Psychology,4770
Saskatchewan,    45. Social sciences,8490
Saskatchewan,"  Business, management and public administration",72350
Saskatchewan,    30.16 Accounting and computer science,145
Saskatchewan,    44. Public administration and social service professions,7740
Saskatchewan,"    52. Business, management, marketing and related support services",64470
Saskatchewan,  Physical and life sciences and technologies,10095
Saskatchewan,    26. Biological and biomedical sciences,4900
Saskatchewan,    30.01 Biological and physical sciences,1530
Saskatchewan,    30C Other interdisciplinary physical and life sciences,125
Saskatchewan,    40. Physical sciences,2740
Saskatchewan,    41. Science technologies/technicians,795
Saskatchewan,"  Mathematics, computer and information sciences",12025
Saskatchewan,    11. Computer and information sciences and support services,10205
Saskatchewan,    25. Library science,655
Saskatchewan,    27. Mathematics and statistics,980
Saskatchewan,"    30D Interdisciplinary mathematics, computer and information sciences",190
Saskatchewan,"  Architecture, engineering, and related trades",72215
Saskatchewan,    04. Architecture and related services,1350
Saskatchewan,    14. Engineering,13255
Saskatchewan,    15. Engineering/engineering-related technologies/technicians,14385
Saskatchewan,    30.12 Historic preservation and conservation,0
Saskatchewan,    46. Construction trades,18380
Saskatchewan,    47. Mechanic and repair technologies/technicians,15630
Saskatchewan,    48. Precision production,9210
Saskatchewan,"  Agriculture, natural resources and conservation",14555
Saskatchewan,    01. Agricultural and veterinary sciences/services/operations and related fields,11965
Saskatchewan,    03. Natural resources and conservation,2590
Saskatchewan,  Health and related fields,57430
Saskatchewan,    30.37 Design for human health,0
Saskatchewan,"    31. Parks, recreation, leisure, fitness, and kinesiology",3605
Saskatchewan,    51. Health professions and related programs,52460
Saskatchewan,    60. Health professions residency/fellowship programs,100
Saskatchewan,    61. Medical residency/fellowship programs,1265
Saskatchewan,"  Personal, protective and transportation services",21820
Saskatchewan,"    12. Culinary, entertainment, and personal services",12955
Saskatchewan,"    28. Military science, leadership and operational art",30
Saskatchewan,    29. Military technologies and applied sciences,45
Saskatchewan,    43. Security and protective services,4425
Saskatchewan,    49. Transportation and materials moving,4360
Saskatchewan,  Other,45
Saskatchewan,Total - Location of study compared with province or territory of residence for the population aged 25 to 64 years in private households - 25% sample data,566615
Saskatchewan,"  No postsecondary certificate, diploma or degree",232940
Saskatchewan,"  Postsecondary certificate, diploma or degree",333675
Saskatchewan,    Location of study inside Canada,277810
Saskatchewan,      Same as province or territory of residence,221390
Saskatchewan,      Different than province or territory of residence,56420
Saskatchewan,    Location of study outside Canada,55865
Saskatchewan,      Americas,7105
Saskatchewan,        United States of America,5385
Saskatchewan,        Mexico,285
Saskatchewan,        Cuba,55
Saskatchewan,        Haiti,0
Saskatchewan,        Jamaica,320
Saskatchewan,        Brazil,320
Saskatchewan,        Colombia,205
Saskatchewan,        Peru,50
Saskatchewan,        Venezuela,60
Saskatchewan,        Other locations of study in Americas,430
Saskatchewan,      Europe,7140
Saskatchewan,        Belgium,55
Saskatchewan,        France,180
Saskatchewan,        Germany,555
Saskatchewan,        Netherlands,220
Saskatchewan,        Switzerland,80
Saskatchewan,        Hungary,80
Saskatchewan,        Moldova,105
Saskatchewan,        Poland,200
Saskatchewan,        Romania,155
Saskatchewan,        Russian Federation,285
Saskatchewan,        Ukraine,1700
Saskatchewan,        Ireland,350
Saskatchewan,        United Kingdom,2180
Saskatchewan,        Bosnia and Herzegovina,115
Saskatchewan,        Italy,45
Saskatchewan,        Serbia,125
Saskatchewan,        Other locations of study in Europe,705
Saskatchewan,      Africa,4770
Saskatchewan,        Nigeria,2085
Saskatchewan,        Algeria,10
Saskatchewan,        Morocco,90
Saskatchewan,        Tunisia,50
Saskatchewan,        Egypt,385
Saskatchewan,"        South Africa, Republic of",1035
Saskatchewan,        Other locations of study in Africa,1115
Saskatchewan,      Asia,36065
Saskatchewan,        Iran,545
Saskatchewan,        Iraq,170
Saskatchewan,        Israel,90
Saskatchewan,        Lebanon,40
Saskatchewan,        Syria,140
Saskatchewan,        Turkey,70
Saskatchewan,        China,3445
Saskatchewan,        Taiwan,75
Saskatchewan,        Hong Kong,85
Saskatchewan,        Japan,145
Saskatchewan,"        Korea, South",595
Saskatchewan,        Philippines,15730
Saskatchewan,        Viet Nam,655
Saskatchewan,        Bangladesh,1510
Saskatchewan,        Sri Lanka,145
Saskatchewan,        India,9290
Saskatchewan,        Pakistan,2595
Saskatchewan,        Other locations of study in Asia,735
Saskatchewan,      Oceania,780
Saskatchewan,        Australia,645
Saskatchewan,        New Zealand,125
Saskatchewan,        Other locations of study in Oceania,15
Saskatchewan,Total - Population aged 15 years and over by labour force status - 25% sample data,882760
Saskatchewan,  In the labour force,577510
Saskatchewan,    Employed,528900
Saskatchewan,    Unemployed,48605
Saskatchewan,  Not in the labour force,305250
Saskatchewan,Participation rate,65.4
Saskatchewan,Employment rate,59.9
Saskatchewan,Unemployment rate,8.4
Saskatchewan,Total - Population aged 15 years and over by work activity during the reference year - 25% sample data,882760
Saskatchewan,  Did not work,312775
Saskatchewan,  Worked,569980
Saskatchewan,    Worked full year full time,313995
Saskatchewan,    Worked part year and/or part time,255980
Saskatchewan,    Average weeks worked in reference year,41.7
Saskatchewan,Total - Labour force aged 15 years and over by class of worker including job permanency - 25% sample data,577505
Saskatchewan,  Class of worker - not applicable,14000
Saskatchewan,  All classes of workers,563505
Saskatchewan,    Employee,469850
Saskatchewan,      Permanent position,383850
Saskatchewan,      Temporary position,86000
Saskatchewan,        Fixed term (1 year or more),24010
Saskatchewan,"        Casual, seasonal or short-term position (less than 1 year)",61985
Saskatchewan,    Self-employed,93655
Saskatchewan,Total - Labour force aged 15 years and over by occupation - Broad category - National Occupational Classification (NOC) 2021 - 25% sample data,577505
Saskatchewan,  Occupation - not applicable,14000
Saskatchewan,  All occupations,563505
Saskatchewan,    0 Legislative and senior management occupations,5305
Saskatchewan,"    1 Business, finance and administration occupations",82325
Saskatchewan,    2 Natural and applied sciences and related occupations,30545
Saskatchewan,    3 Health occupations,49765
Saskatchewan,"    4 Occupations in education, law and social, community and government services",71380
Saskatchewan,"    5 Occupations in art, culture, recreation and sport",11145
Saskatchewan,    6 Sales and service occupations,133655
Saskatchewan,"    7 Trades, transport and equipment operators and related occupations",105470
Saskatchewan,"    8 Natural resources, agriculture and related production occupations",54755
Saskatchewan,    9 Occupations in manufacturing and utilities,19165
